lexeme                         lineno                         tokenName                      valueIfNumber                  parentNodeSymbol               isLeafNode                     NodeSymbol                    
---                            47                             ---                            ---                            arithmeticExpression           No                             expPrime                      
---                            47                             TK_SEM                         ---                            assignmentStmt                 Yes                           ---                           
---                            47                             ---                            ---                            otherStmts                     No                             stmt                          
---                            41                             ---                            ---                            otherStmts                     No                             otherStmts                    
---                            48                             TK_WRITE                       ---                            ioStmt                         Yes                           ---                           
---                            48                             ---                            ---                            stmt                           No                             ioStmt                        
---                            48                             TK_OP                          ---                            ioStmt                         Yes                           ---                           
---                            48                             TK_ID                          ---                            singleOrRecId                  Yes                           ---                           
---                            48                             ---                            ---                            var                            No                             singleOrRecId                 
---                            48                             TK_DOT                         ---                            oneExpansion                   Yes                           ---                           
---                            48                             ---                            ---                            option_single_constructed      No                             oneExpansion                  
---                            48                             TK_FIELDID                     ---                            oneExpansion                   Yes                           ---                           
---                            48                             ---                            ---                            singleOrRecId                  No                             option_single_constructed     
---                            48                             ---                            ---                            moreExpansion                  Yes                           EPSILON                       
---                            48                             ---                            ---                            option_single_constructed      No                             moreExpansion                 
---                            48                             ---                            ---                            ioStmt                         No                             var                           
---                            48                             TK_CL                          ---                            ioStmt                         Yes                           ---                           
---                            48                             TK_SEM                         ---                            ioStmt                         Yes                           ---                           
---                            48                             ---                            ---                            otherStmts                     No                             stmt                          
---                            47                             ---                            ---                            otherStmts                     No                             otherStmts                    
---                            49                             TK_WRITE                       ---                            ioStmt                         Yes                           ---                           
---                            49                             ---                            ---                            stmt                           No                             ioStmt                        
---                            49                             TK_OP                          ---                            ioStmt                         Yes                           ---                           
---                            49                             TK_ID                          ---                            singleOrRecId                  Yes                           ---                           
---                            49                             ---                            ---                            var                            No                             singleOrRecId                 
---                            49                             TK_DOT                         ---                            oneExpansion                   Yes                           ---                           
---                            49                             ---                            ---                            option_single_constructed      No                             oneExpansion                  
---                            49                             TK_FIELDID                     ---                            oneExpansion                   Yes                           ---                           
---                            49                             ---                            ---                            singleOrRecId                  No                             option_single_constructed     
---                            49                             ---                            ---                            moreExpansion                  Yes                           EPSILON                       
---                            49                             ---                            ---                            option_single_constructed      No                             moreExpansion                 
---                            49                             ---                            ---                            ioStmt                         No                             var                           
---                            49                             TK_CL                          ---                            ioStmt                         Yes                           ---                           
---                            49                             TK_SEM                         ---                            ioStmt                         Yes                           ---                           
---                            49                             ---                            ---                            otherStmts                     No                             stmt                          
---                            48                             ---                            ---                            otherStmts                     No                             otherStmts                    
---                            50                             TK_WRITE                       ---                            ioStmt                         Yes                           ---                           
---                            50                             ---                            ---                            stmt                           No                             ioStmt                        
---                            50                             TK_OP                          ---                            ioStmt                         Yes                           ---                           
---                            50                             TK_ID                          ---                            singleOrRecId                  Yes                           ---                           
---                            50                             ---                            ---                            var                            No                             singleOrRecId                 
---                            50                             TK_DOT                         ---                            oneExpansion                   Yes                           ---                           
---                            50                             ---                            ---                            option_single_constructed      No                             oneExpansion                  
---                            50                             TK_FIELDID                     ---                            oneExpansion                   Yes                           ---                           
---                            50                             ---                            ---                            singleOrRecId                  No                             option_single_constructed     
---                            50                             ---                            ---                            moreExpansion                  Yes                           EPSILON                       
---                            50                             ---                            ---                            option_single_constructed      No                             moreExpansion                 
---                            50                             ---                            ---                            ioStmt                         No                             var                           
---                            50                             TK_CL                          ---                            ioStmt                         Yes                           ---                           
---                            50                             TK_SEM                         ---                            ioStmt                         Yes                           ---                           
---                            50                             ---                            ---                            otherStmts                     No                             stmt                          
---                            49                             ---                            ---                            otherStmts                     No                             otherStmts                    
---                            51                             ---                            ---                            otherStmts                     Yes                           EPSILON                       
---                            50                             ---                            ---                            otherStmts                     No                             otherStmts                    
---                            51                             TK_RETURN                      ---                            returnStmt                     Yes                           ---                           
---                            21                             ---                            ---                            stmts                          No                             returnStmt                    
---                            51                             ---                            ---                            optionalReturn                 Yes                           EPSILON                       
---                            51                             ---                            ---                            returnStmt                     No                             optionalReturn                
---                            51                             TK_SEM                         ---                            returnStmt                     Yes                           ---                           
---                            52                             TK_END                         ---                            mainFunction                   Yes                           ---                           
